,proximity,start_pos_x,start_pos_y,seed,total_cost,mean_travel_time,vulnerability,is_connected
0,1,554,145,1,2048.952491803933,85.37302049183053,1.220801810824991,False
1,1,346,530,2,2056.8755764589187,85.70314901912161,1.1421699290457905,False
2,1,527,605,3,2039.284475103501,84.97018646264591,1.1644006463705747,False
3,1,242,305,4,2059.396007792536,85.84270127584047,1.1120705895981342,False
4,1,671,854,5,2021.462824601516,86.20503543589525,1.2043169963520324,False
5,1,444,601,6,2031.457371029955,84.83145126352163,1.12294564346194,False
6,1,215,295,7,2075.1425426443843,86.4863675785287,1.2018492694243417,False
7,1,243,552,8,2059.8435624846024,85.8268151035251,1.176608793182264,False
8,1,469,393,9,2078.5750256798715,86.60729273666128,1.1934347014370446,False
9,1,451,350,10,2055.4738734979255,85.64474472908016,1.1455315876615657,False
10,1,583,595,11,2065.1026432111953,86.0459434671332,1.1815573683076444,False
11,1,221,402,12,2098.3857707828192,87.91565020281625,1.1709902767089428,False
12,1,312,488,13,1882.597494658687,81.85206498516035,1.0206150784803598,False
13,1,709,514,14,2027.7528293982582,84.4897012249274,1.1591077349583838,False
14,1,692,468,15,2060.4238627103337,85.85099427959722,1.1590899335304936,False
15,1,403,403,16,2030.6568866590992,84.61070361079582,1.152783184783943,False
16,1,682,666,17,2105.894515727444,87.74560482197684,1.1925249696716023,False
17,1,306,235,18,2090.485582011906,87.10356591716277,1.1561593783819823,False
18,1,593,626,19,2014.4497263939345,83.93540526641394,1.1645948341270305,False
19,1,79,269,20,1951.2525042929078,84.83706540403946,1.2153496953229064,False
20,1,699,733,21,2032.9477695892226,84.7061570662175,1.136749509922364,False
21,1,637,587,22,2084.826560028891,86.8677733345372,1.2250223133575737,False
22,1,558,234,23,2082.1962493702513,86.75817705709379,1.155075824236515,False
23,1,281,566,24,1995.6745816913938,86.76846007353886,1.1747147313153286,False
24,1,435,219,25,2048.723335514744,85.36347231311436,1.1994107167095447,False
25,1,299,567,26,2079.0169385959152,86.89941805655475,1.132770340574897,False
26,1,492,310,27,2036.4990132740427,84.85412555308515,1.1540929781276639,False
27,1,131,283,28,2048.687879415111,85.36199497562963,1.2327402441865172,False
28,1,581,539,29,2103.9105644631522,87.8625449176768,1.1672697227652022,False
29,1,766,809,30,2049.7776196552304,85.75589131776115,1.167473127977404,False
